EnsembleID	Symbol	n(Celltypes)	Name
ENSG00000144746	ARL6IP5	3098	ARF like GTPase 6 interacting protein 5
ENSG00000167978	SRRM2	3098	serine/arginine repetitive matrix 2
ENSG00000168374	ARF4	3097	ARF GTPase 4
ENSG00000111011	RSRC2	3097	arginine and serine rich coiled-coil 2
ENSG00000137575	SDCBP	3097	syndecan binding protein
ENSG00000113811	SELENOK	3097	selenoprotein K
ENSG00000090060	PAPOLA	3096	poly(A) polymerase alpha
ENSG00000213585	VDAC1	3096	voltage dependent anion channel 1
ENSG00000138385	SSB	3095	small RNA binding exonuclease protection factor La
ENSG00000138071	ACTR2	3095	actin related protein 2
ENSG00000143198	MGST3	3095	microsomal glutathione S-transferase 3
ENSG00000244754	N4BP2L2	3093	NEDD4 binding protein 2 like 2
ENSG00000167088	SNRPD1	3092	small nuclear ribonucleoprotein D1 polypeptide
ENSG00000164111	ANXA5	3092	annexin A5
ENSG00000051108	HERPUD1	3092	homocysteine inducible ER protein with ubiquitin like domain 1
ENSG00000172531	PPP1CA	3091	protein phosphatase 1 catalytic subunit alpha
ENSG00000234745	HLA-B	3091	major histocompatibility complex, class I, B
ENSG00000133226	SRRM1	3090	serine and arginine repetitive matrix 1
ENSG00000103769	RAB11A	3090	RAB11A, member RAS oncogene family
ENSG00000140941	MAP1LC3B	3089	microtubule associated protein 1 light chain 3 beta
ENSG00000164104	HMGB2	3089	high mobility group box 2
ENSG00000149925	ALDOA	3089	aldolase, fructose-bisphosphate A
ENSG00000100911	PSME2	3087	proteasome activator subunit 2
ENSG00000116459	ATP5PB	3087	ATP synthase peripheral stalk-membrane subunit b
ENSG00000114850	SSR3	3087	signal sequence receptor subunit 3
ENSG00000196154	S100A4	3087	S100 calcium binding protein A4
ENSG00000137876	RSL24D1	3085	ribosomal L24 domain containing 1
ENSG00000243147	MRPL33	3085	mitochondrial ribosomal protein L33
ENSG00000099783	HNRNPM	3084	heterogeneous nuclear ribonucleoprotein M
ENSG00000182718	ANXA2	3084	annexin A2
ENSG00000115484	CCT4	3084	chaperonin containing TCP1 subunit 4
ENSG00000119048	UBE2B	3083	ubiquitin conjugating enzyme E2 B
ENSG00000125148	MT2A	3083	metallothionein 2A
ENSG00000119707	RBM25	3083	RNA binding motif protein 25
ENSG00000173674	EIF1AX	3082	eukaryotic translation initiation factor 1A X-linked
ENSG00000170348	TMED10	3082	transmembrane p24 trafficking protein 10
ENSG00000124831	LRRFIP1	3082	LRR binding FLII interacting protein 1
ENSG00000204525	HLA-C	3081	major histocompatibility complex, class I, C
ENSG00000103275	UBE2I	3080	ubiquitin conjugating enzyme E2 I
ENSG00000214253	FIS1	3080	fission, mitochondrial 1
ENSG00000130522	JUND	3080	JunD proto-oncogene, AP-1 transcription factor subunit
ENSG00000140990	NDUFB10	3080	NADH:ubiquinone oxidoreductase subunit B10
ENSG00000105993	DNAJB6	3080	DnaJ heat shock protein family (Hsp40) member B6
ENSG00000174886	NDUFA11	3079	NADH:ubiquinone oxidoreductase subunit A11
ENSG00000117523	PRRC2C	3078	proline rich coiled-coil 2C
ENSG00000134884	ARGLU1	3078	arginine and glutamate rich 1
ENSG00000159388	BTG2	3077	BTG anti-proliferation factor 2
ENSG00000143222	UFC1	3077	ubiquitin-fold modifier conjugating enzyme 1
ENSG00000170906	NDUFA3	3077	NADH:ubiquinone oxidoreductase subunit A3
ENSG00000197448	GSTK1	3075	glutathione S-transferase kappa 1
ENSG00000183726	TMEM50A	3075	transmembrane protein 50A
ENSG00000125971	DYNLRB1	3075	dynein light chain roadblock-type 1
ENSG00000178952	TUFM	3074	Tu translation elongation factor, mitochondrial
ENSG00000167863	ATP5PD	3074	ATP synthase peripheral stalk subunit d
ENSG00000184752	NDUFA12	3074	NADH:ubiquinone oxidoreductase subunit A12
ENSG00000130770	ATP5IF1	3074	ATP synthase inhibitory factor subunit 1
ENSG00000144224	UBXN4	3073	UBX domain protein 4
ENSG00000143420	ENSA	3073	endosulfine alpha
ENSG00000162191	UBXN1	3072	UBX domain protein 1
ENSG00000111678	C12orf57	3072	chromosome 12 open reading frame 57
ENSG00000170540	ARL6IP1	3072	ARL6 interacting reticulophagy regulator 1
ENSG00000147140	NONO	3071	non-POU domain containing octamer binding
ENSG00000166012	TAF1D	3071	TATA-box binding protein associated factor, RNA polymerase I subunit D
ENSG00000143543	JTB	3071	jumping translocation breakpoint
ENSG00000099624	ATP5F1D	3070	ATP synthase F1 subunit delta
ENSG00000120963	ZNF706	3070	zinc finger protein 706
ENSG00000178980	SELENOW	3070	selenoprotein W
ENSG00000075785	RAB7A	3069	RAB7A, member RAS oncogene family
ENSG00000136930	PSMB7	3069	proteasome 20S subunit beta 7
ENSG00000129559	NEDD8	3069	NEDD8 ubiquitin like modifier
ENSG00000104388	RAB2A	3069	RAB2A, member RAS oncogene family
ENSG00000125740	FOSB	3069	FosB proto-oncogene, AP-1 transcription factor subunit
ENSG00000168066	SF1	3069	splicing factor 1
ENSG00000165678	GHITM	3068	growth hormone inducible transmembrane protein
ENSG00000177556	ATOX1	3068	antioxidant 1 copper chaperone
ENSG00000109390	NDUFC1	3068	NADH:ubiquinone oxidoreductase subunit C1
ENSG00000152082	MZT2B	3068	mitotic spindle organizing protein 2B
ENSG00000143621	ILF2	3066	interleukin enhancer binding factor 2
ENSG00000215301	DDX3X	3066	DEAD-box helicase 3 X-linked
ENSG00000171490	RSL1D1	3066	ribosomal L1 domain containing 1
ENSG00000127314	RAP1B	3066	RAP1B, member of RAS oncogene family
ENSG00000265241	RBM8A	3066	RNA binding motif protein 8A
ENSG00000075142	SRI	3065	sorcin
ENSG00000204592	HLA-E	3065	major histocompatibility complex, class I, E
ENSG00000164346	NSA2	3065	NSA2 ribosome biogenesis factor
ENSG00000125944	HNRNPR	3064	heterogeneous nuclear ribonucleoprotein R
ENSG00000042753	AP2S1	3063	adaptor related protein complex 2 subunit sigma 1
ENSG00000100353	EIF3D	3063	eukaryotic translation initiation factor 3 subunit D
ENSG00000105401	CDC37	3063	cell division cycle 37, HSP90 cochaperone
ENSG00000111237	VPS29	3063	VPS29 retromer complex component
ENSG00000096746	HNRNPH3	3062	heterogeneous nuclear ribonucleoprotein H3
ENSG00000124795	DEK	3062	DEK proto-oncogene
ENSG00000084623	EIF3I	3062	eukaryotic translation initiation factor 3 subunit I
ENSG00000138398	PPIG	3061	peptidylprolyl isomerase G
ENSG00000141002	TCF25	3061	transcription factor 25
ENSG00000146066	HIGD2A	3060	HIG1 hypoxia inducible domain family member 2A
ENSG00000167815	PRDX2	3059	peroxiredoxin 2
ENSG00000123144	TRIR	3059	telomerase RNA component interacting RNase
ENSG00000110717	NDUFS8	3059	NADH:ubiquinone oxidoreductase core subunit S8
ENSG00000105373	NOP53	3058	NOP53 ribosome biogenesis factor
ENSG00000180817	PPA1	3058	inorganic pyrophosphatase 1
ENSG00000082153	BZW1	3058	basic leucine zipper and W2 domains 1
ENSG00000010244	ZNF207	3058	zinc finger protein 207
ENSG00000128951	DUT	3057	deoxyuridine triphosphatase
ENSG00000166226	CCT2	3057	chaperonin containing TCP1 subunit 2
ENSG00000142227	EMP3	3057	epithelial membrane protein 3 (MAM blood group)
ENSG00000141522	ARHGDIA	3057	Rho GDP dissociation inhibitor alpha
ENSG00000119801	YPEL5	3056	yippee like 5
ENSG00000106052	TAX1BP1	3056	Tax1 binding protein 1
ENSG00000005483	KMT2E	3055	lysine methyltransferase 2E (inactive)
ENSG00000135821	GLUL	3055	glutamate-ammonia ligase
ENSG00000186010	NDUFA13	3055	NADH:ubiquinone oxidoreductase subunit A13
ENSG00000118705	RPN2	3054	ribophorin II
ENSG00000241837	ATP5PO	3053	ATP synthase peripheral stalk subunit OSCP
ENSG00000119013	NDUFB3	3053	NADH:ubiquinone oxidoreductase subunit B3
ENSG00000175550	DRAP1	3052	DR1 associated protein 1
ENSG00000116161	CACYBP	3052	calcyclin binding protein
ENSG00000182944	EWSR1	3051	EWS RNA binding protein 1
ENSG00000242485	MRPL20	3051	mitochondrial ribosomal protein L20
ENSG00000127483	HP1BP3	3051	heterochromatin protein 1 binding protein 3
ENSG00000004779	NDUFAB1	3050	NADH:ubiquinone oxidoreductase subunit AB1
ENSG00000088205	DDX18	3050	DEAD-box helicase 18
ENSG00000123562	MORF4L2	3050	mortality factor 4 like 2
ENSG00000169230	PRELID1	3050	PRELI domain containing 1
ENSG00000170043	TRAPPC1	3049	trafficking protein particle complex subunit 1
ENSG00000134294	SLC38A2	3047	solute carrier family 38 member 2
ENSG00000111639	MRPL51	3047	mitochondrial ribosomal protein L51
ENSG00000092820	EZR	3047	ezrin
ENSG00000125991	ERGIC3	3047	ERGIC and golgi 3
ENSG00000109180	OCIAD1	3046	OCIA domain containing 1
ENSG00000099901	RANBP1	3046	RAN binding protein 1
ENSG00000185651	UBE2L3	3046	ubiquitin conjugating enzyme E2 L3
ENSG00000014641	MDH1	3045	malate dehydrogenase 1
ENSG00000117614	SYF2	3045	SYF2 pre-mRNA splicing factor
ENSG00000102265	TIMP1	3044	TIMP metallopeptidase inhibitor 1
ENSG00000143612	C1orf43	3044	chromosome 1 open reading frame 43
ENSG00000100219	XBP1	3044	X-box binding protein 1
ENSG00000143256	PFDN2	3043	prefoldin subunit 2
ENSG00000086598	TMED2	3042	transmembrane p24 trafficking protein 2
ENSG00000107581	EIF3A	3041	eukaryotic translation initiation factor 3 subunit A
ENSG00000186184	POLR1D	3040	RNA polymerase I and III subunit D
ENSG00000187735	TCEA1	3039	transcription elongation factor A1
ENSG00000161203	AP2M1	3039	adaptor related protein complex 2 subunit mu 1
ENSG00000062194	GPBP1	3039	GC-rich promoter binding protein 1
ENSG00000152558	TMEM123	3038	transmembrane protein 123
ENSG00000146731	CCT6A	3038	chaperonin containing TCP1 subunit 6A
ENSG00000163468	CCT3	3038	chaperonin containing TCP1 subunit 3
ENSG00000172590	MRPL52	3038	mitochondrial ribosomal protein L52
ENSG00000108946	PRKAR1A	3037	protein kinase cAMP-dependent type I regulatory subunit alpha
ENSG00000120438	TCP1	3037	t-complex 1
ENSG00000165264	NDUFB6	3037	NADH:ubiquinone oxidoreductase subunit B6
ENSG00000145912	NHP2	3036	NHP2 ribonucleoprotein
ENSG00000065548	ZC3H15	3036	zinc finger CCCH-type containing 15
ENSG00000205352	PRR13	3035	proline rich 13
ENSG00000169021	UQCRFS1	3034	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1
ENSG00000099860	GADD45B	3034	growth arrest and DNA damage inducible beta
ENSG00000100129	EIF3L	3034	eukaryotic translation initiation factor 3 subunit L
ENSG00000198898	CAPZA2	3033	capping actin protein of muscle Z-line subunit alpha 2
ENSG00000087365	SF3B2	3032	splicing factor 3b subunit 2
ENSG00000184840	TMED9	3031	transmembrane p24 trafficking protein 9
ENSG00000087302	RTRAF	3031	RNA transcription, translation and transport factor
ENSG00000198900	TOP1	3031	DNA topoisomerase I
ENSG00000113013	HSPA9	3031	heat shock protein family A (Hsp70) member 9
ENSG00000111832	RWDD1	3031	RWD domain containing 1
ENSG00000100823	APEX1	3031	apurinic/apyrimidinic endodeoxyribonuclease 1
ENSG00000105968	H2AZ2	3030	H2A.Z variant histone 2
ENSG00000265972	TXNIP	3030	thioredoxin interacting protein
ENSG00000165280	VCP	3030	valosin containing protein
ENSG00000184990	SIVA1	3030	SIVA1 apoptosis inducing factor
ENSG00000142089	IFITM3	3029	interferon induced transmembrane protein 3
ENSG00000196504	PRPF40A	3029	pre-mRNA processing factor 40 homolog A
ENSG00000126698	DNAJC8	3029	DnaJ heat shock protein family (Hsp40) member C8
ENSG00000149357	LAMTOR1	3029	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1
ENSG00000152601	MBNL1	3029	muscleblind like splicing regulator 1
ENSG00000150753	CCT5	3028	chaperonin containing TCP1 subunit 5
ENSG00000129625	REEP5	3028	receptor accessory protein 5
ENSG00000165732	DDX21	3027	DExD-box helicase 21
ENSG00000171159	BBLN	3027	bublin coiled coil protein
ENSG00000099800	TIMM13	3027	translocase of inner mitochondrial membrane 13
ENSG00000148834	GSTO1	3027	glutathione S-transferase omega 1
ENSG00000124766	SOX4	3026	SRY-box transcription factor 4
ENSG00000120694	HSPH1	3026	heat shock protein family H (Hsp110) member 1
ENSG00000106355	LSM5	3026	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated
ENSG00000121774	KHDRBS1	3026	KH RNA binding domain containing, signal transduction associated 1
ENSG00000100941	PNN	3025	pinin, desmosome associated protein
ENSG00000140350	ANP32A	3025	acidic nuclear phosphoprotein 32 family member A
ENSG00000266472	MRPS21	3025	mitochondrial ribosomal protein S21
ENSG00000170860	LSM3	3023	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated
ENSG00000107372	ZFAND5	3022	zinc finger AN1-type containing 5
ENSG00000183011	NAA38	3022	N-alpha-acetyltransferase 38, NatC auxiliary subunit
ENSG00000175756	AURKAIP1	3022	aurora kinase A interacting protein 1
ENSG00000164754	RAD21	3021	RAD21 cohesin complex component
ENSG00000130429	ARPC1B	3021	actin related protein 2/3 complex subunit 1B
ENSG00000154582	ELOC	3021	elongin C
ENSG00000171222	SCAND1	3020	SCAN domain containing 1
ENSG00000170759	KIF5B	3020	kinesin family member 5B
ENSG00000213639	PPP1CB	3020	protein phosphatase 1 catalytic subunit beta
ENSG00000135624	CCT7	3020	chaperonin containing TCP1 subunit 7
ENSG00000183172	SMDT1	3018	single-pass membrane protein with aspartate rich tail 1
ENSG00000100345	MYH9	3018	myosin heavy chain 9
ENSG00000126067	PSMB2	3018	proteasome 20S subunit beta 2
ENSG00000104765	BNIP3L	3017	BCL2 interacting protein 3 like
ENSG00000179262	RAD23A	3017	RAD23 homolog A, nucleotide excision repair protein
ENSG00000229833	PET100	3016	PET100 cytochrome c oxidase chaperone
ENSG00000143727	ACP1	3016	acid phosphatase 1
ENSG00000116489	CAPZA1	3015	capping actin protein of muscle Z-line subunit alpha 1
ENSG00000067167	TRAM1	3015	translocation associated membrane protein 1
ENSG00000204389	HSPA1A	3015	heat shock protein family A (Hsp70) member 1A
ENSG00000108561	C1QBP	3014	complement C1q binding protein
ENSG00000100028	SNRPD3	3014	small nuclear ribonucleoprotein D3 polypeptide
ENSG00000205937	RNPS1	3013	RNA binding protein with serine rich domain 1
ENSG00000120675	DNAJC15	3012	DnaJ heat shock protein family (Hsp40) member C15
ENSG00000143183	TMCO1	3012	transmembrane and coiled-coil domains 1
ENSG00000127914	AKAP9	3012	A-kinase anchoring protein 9
ENSG00000158195	WASF2	3012	WASP family member 2
ENSG00000108424	KPNB1	3011	karyopherin subunit beta 1
ENSG00000069849	ATP1B3	3011	ATPase Na+/K+ transporting subunit beta 3
ENSG00000138069	RAB1A	3011	RAB1A, member RAS oncogene family
ENSG00000111786	SRSF9	3011	serine and arginine rich splicing factor 9
ENSG00000116171	SCP2	3011	sterol carrier protein 2
ENSG00000117616	RSRP1	3010	arginine and serine rich protein 1
ENSG00000215021	PHB2	3010	prohibitin 2
ENSG00000104763	ASAH1	3009	N-acylsphingosine amidohydrolase 1
ENSG00000163399	ATP1A1	3009	ATPase Na+/K+ transporting subunit alpha 1
ENSG00000084754	HADHA	3009	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha
ENSG00000184007	PTP4A2	3008	protein tyrosine phosphatase 4A2
ENSG00000111348	ARHGDIB	3008	Rho GDP dissociation inhibitor beta
ENSG00000118640	VAMP8	3008	vesicle associated membrane protein 8
ENSG00000111142	METAP2	3008	methionyl aminopeptidase 2
ENSG00000140740	UQCRC2	3007	ubiquinol-cytochrome c reductase core protein 2
ENSG00000146701	MDH2	3007	malate dehydrogenase 2
ENSG00000184983	NDUFA6	3006	NADH:ubiquinone oxidoreductase subunit A6
ENSG00000081154	PCNP	3006	PEST proteolytic signal containing nuclear protein
ENSG00000168894	RNF181	3005	ring finger protein 181
ENSG00000172428	COPS9	3005	COP9 signalosome subunit 9
ENSG00000168003	SLC3A2	3005	solute carrier family 3 member 2
ENSG00000166848	TERF2IP	3004	TERF2 interacting protein
ENSG00000122545	SEPTIN7	3004	septin 7
ENSG00000159352	PSMD4	3004	proteasome 26S subunit ubiquitin receptor, non-ATPase 4
ENSG00000091317	CMTM6	3003	CKLF like MARVEL transmembrane domain containing 6
ENSG00000090273	NUDC	3003	nuclear distribution C, dynein complex regulator
ENSG00000029363	BCLAF1	3002	BCL2 associated transcription factor 1
ENSG00000129084	PSMA1	3002	proteasome 20S subunit alpha 1
ENSG00000122034	GTF3A	3002	general transcription factor IIIA
ENSG00000105404	RABAC1	3002	Rab acceptor 1
ENSG00000100300	TSPO	3002	translocator protein
ENSG00000100567	PSMA3	3002	proteasome 20S subunit alpha 3
ENSG00000165672	PRDX3	3001	peroxiredoxin 3
ENSG00000179271	GADD45GIP1	3001	GADD45G interacting protein 1
ENSG00000123505	AMD1	3001	adenosylmethionine decarboxylase 1
ENSG00000106400	ZNHIT1	3001	zinc finger HIT-type containing 1
ENSG00000105202	FBL	3001	fibrillarin
ENSG00000131507	NDFIP1	3001	Nedd4 family interacting protein 1
ENSG00000106615	RHEB	3000	Ras homolog, mTORC1 binding
ENSG00000101745	ANKRD12	3000	ankyrin repeat domain 12
ENSG00000054148	PHPT1	2999	phosphohistidine phosphatase 1
ENSG00000114353	GNAI2	2999	G protein subunit alpha i2
ENSG00000179010	MRFAP1	2998	Morf4 family associated protein 1
ENSG00000091164	TXNL1	2997	thioredoxin like 1
ENSG00000114861	FOXP1	2996	forkhead box P1
ENSG00000130724	CHMP2A	2996	charged multivesicular body protein 2A
ENSG00000089327	FXYD5	2995	FXYD domain containing ion transport regulator 5
ENSG00000023734	STRAP	2995	serine/threonine kinase receptor associated protein
ENSG00000105185	PDCD5	2995	programmed cell death 5
ENSG00000139218	SCAF11	2994	SR-related CTD associated factor 11
ENSG00000089063	TMEM230	2994	transmembrane protein 230
ENSG00000103035	PSMD7	2994	proteasome 26S subunit, non-ATPase 7
ENSG00000169100	SLC25A6	2994	solute carrier family 25 member 6
ENSG00000196199	MPHOSPH8	2993	M-phase phosphoprotein 8
ENSG00000105701	FKBP8	2993	FKBP prolyl isomerase 8
ENSG00000139684	ESD	2993	esterase D
ENSG00000159199	ATP5MC1	2992	ATP synthase membrane subunit c locus 1
ENSG00000134186	PRPF38B	2992	pre-mRNA processing factor 38B
ENSG00000211450	SELENOH	2991	selenoprotein H
ENSG00000186298	PPP1CC	2991	protein phosphatase 1 catalytic subunit gamma
ENSG00000123358	NR4A1	2991	nuclear receptor subfamily 4 group A member 1
ENSG00000105438	KDELR1	2991	KDEL endoplasmic reticulum protein retention receptor 1
ENSG00000160948	VPS28	2990	VPS28 subunit of ESCRT-I
ENSG00000122862	SRGN	2990	serglycin
ENSG00000099817	POLR2E	2990	RNA polymerase II, I and III subunit E
ENSG00000147065	MSN	2989	moesin
ENSG00000150093	ITGB1	2989	integrin subunit beta 1
ENSG00000128609	NDUFA5	2989	NADH:ubiquinone oxidoreductase subunit A5
ENSG00000164548	TRA2A	2989	transformer 2 alpha homolog
ENSG00000182670	TTC3	2988	tetratricopeptide repeat domain 3
ENSG00000176731	RBIS	2988	ribosomal biogenesis factor
ENSG00000178057	NDUFAF3	2988	NADH:ubiquinone oxidoreductase complex assembly factor 3
ENSG00000114956	DGUOK	2987	deoxyguanosine kinase
ENSG00000115286	NDUFS7	2987	NADH:ubiquinone oxidoreductase core subunit S7
ENSG00000149932	TMEM219	2987	transmembrane protein 219
ENSG00000125970	RALY	2986	RALY heterogeneous nuclear ribonucleoprotein
ENSG00000071127	WDR1	2986	WD repeat domain 1
ENSG00000150779	TIMM8B	2986	translocase of inner mitochondrial membrane 8 homolog B
ENSG00000143878	RHOB	2986	ras homolog family member B
ENSG00000162521	RBBP4	2985	RB binding protein 4, chromatin remodeling factor
ENSG00000178913	TAF7	2985	TATA-box binding protein associated factor 7
ENSG00000114125	RNF7	2984	ring finger protein 7
ENSG00000179091	CYC1	2984	cytochrome c1
ENSG00000265681	RPL17	2984	ribosomal protein L17
ENSG00000089737	DDX24	2984	DEAD-box helicase 24
ENSG00000116473	RAP1A	2984	RAP1A, member of RAS oncogene family
ENSG00000129235	TXNDC17	2984	thioredoxin domain containing 17
ENSG00000167553	TUBA1C	2983	tubulin alpha 1c
ENSG00000188529	SRSF10	2983	serine and arginine rich splicing factor 10
ENSG00000136521	NDUFB5	2983	NADH:ubiquinone oxidoreductase subunit B5
ENSG00000120690	ELF1	2983	E74 like ETS transcription factor 1
ENSG00000146425	DYNLT1	2982	dynein light chain Tctex-type 1
ENSG00000196776	CD47	2981	CD47 molecule
ENSG00000189067	LITAF	2980	lipopolysaccharide induced TNF factor
ENSG00000140575	IQGAP1	2980	IQ motif containing GTPase activating protein 1
ENSG00000177889	UBE2N	2980	ubiquitin conjugating enzyme E2 N
